,abstract,headline,pub_date
3024,"derek furtado, a sophomore at norwich university, had just stepped out of the shower in his dormitory and was shaving, a towel wrapped around his waist, when he looked to his left and saw the figure of a man in military uniform.",a college president wanted a firsthand look at dorm lockdown. very firsthand.,2021-03-04 11:07:07+00:00
3025,and what else you need to know today.,the latest case of vaccine alarmism,2021-03-04 11:33:41+00:00
3026,"thursday: california is slated to get $42 billion from the federal pandemic relief bill, with $8 billion going to struggling cities. also: inside the covid surge in los angeles county.",cities turn to washington to close pandemic budget gaps,2021-03-04 13:53:16+00:00
3027,"apes easily fall prey to human respiratory infections, making the virus a major concern for zoos and conservationists.",san diego zoo apes get an experimental animal vaccine against coronavirus.,2021-03-04 14:56:46+00:00
3028,"a task force will push for better care for officers injured in unexplained incidents in cuba, china and russia that have caused an illness known as havana syndrome.",c.i.a. to expand inquiry into mysterious health episodes overseas,2021-03-04 16:33:30+00:00
3029,"there are similarities between the recession’s effect on men and women’s employment, but also crucial differences.","mothers are regaining jobs, even while shouldering pandemic burdens at home",2021-03-04 17:36:46+00:00
3030,how can we get to herd immunity faster but with fewer people dying?,what’s going on in this graph? | covid herd immunity,2021-03-04 18:11:01+00:00
3031,"johnson & johnson’s one-shot vaccine is allowing states to rethink distribution, even as health officials and experts worry some will view it as inferior.",one and done: why people are eager for johnson & johnson’s vaccine,2021-03-04 21:15:06+00:00
3032,"scientists want to inoculate every adult in one austrian district, in a real-world test of how the pfizer-biontech vaccine works against the variant first seen in south africa.",an austrian region becomes a coronavirus vaccine laboratory,2021-03-04 21:35:17+00:00
3033,"from a public health standpoint, johnson & johnson’s vaccine may be the best choice for many people.",coronavirus briefing: what happened today,2021-03-04 22:36:12+00:00
3034,"the move, under new e.u. rules, is part of an intensifying global competition for doses as vaccine shortages hamper rollouts and variants raise fears of virus surges.",desperate italy blocks exports of vaccines bound for australia,2021-03-04 23:50:34+00:00
3035,some scientists are calling for an investigation independent of that under way by a team of scientists and the world health organization into the source of the novel coronavirus outbreak in china.,letter seeking international inquiry into origins of the coronavirus,2021-03-04 23:54:54+00:00
3036,those who still suspect the outbreak in china may have been caused by a lab leak or accident are pressing for an independent investigation.,some scientists question w.h.o. inquiry into the coronavirus pandemic’s origins,2021-03-05 00:09:33+00:00
3037," “now that i’m out of isolation, i’m taking care of the whole family unit.”",nannies tell the truth about working during the coronavirus,2021-03-05 00:13:13+00:00
3038,"ivermectin, a drug typically used to treat parasitic worms, has been prescribed widely during the coronavirus pandemic, but rigorous data has been lacking.","popular drug does not alleviate mild covid-19 symptoms, study finds",2021-03-05 00:13:53+00:00
3039,"even within political parties, governors were taking different approaches as they tried to balance public health guidance with residents’ eagerness to get back to normal life.","as biden urges caution on covid, governors split on how fast to reopen",2021-03-05 01:10:18+00:00
3040,how one emergency department doctor shifted her views.,"as a doctor, i was skeptical about the covid vaccine. then i reviewed the science.",2021-03-05 03:50:31+00:00
3041,"in the united states, the vaccination rates for black and hispanic people are far outpaced by that of white people, according to a new york times analysis.",pandemic’s racial disparities persist in vaccine rollout,2021-03-05 10:00:01+00:00
3042,test your knowledge of this week’s health news.,"weekly health quiz: covid vaccines, side effects and exercise",2021-03-05 10:00:03+00:00
3043,"welcome to the next phase of travel: the post-vaccine era. or maybe the mid-vaccine era is more accurate. whatever you call it, planning couldn’t be more confusing.","to stay or go? even with vaccines, travel planning remains complicated",2021-03-05 10:00:15+00:00
3044,people with disabilities are disproportionately employed in industries that have suffered in the pandemic.,‘i really loved my job’: why the pandemic has hit these workers harder,2021-03-05 10:00:17+00:00
3045,"‘medicare for all’ and the public option were hot topics during primary season, but the politics of passing those “gets tricky really fast.”",private insurance wins in democrats’ first try at expanding health coverage,2021-03-05 10:00:17+00:00
3046,a dense population of vulnerable citizens set the stage for a frightening epidemic.,how rhode island fell to the coronavirus,2021-03-05 10:00:26+00:00
3047,"the city is prioritizing homebound seniors to receive the one-dose shot first, mayor bill de blasio said.",the johnson & johnson vaccine arrives in new york,2021-03-05 10:30:33+00:00
3048,the message at the national people’s congress was one of optimism about the strength of its economy and of struggle against an array of internal and external challenges.,china’s plan to win in a post-pandemic world,2021-03-05 11:51:31+00:00
3049,european authorities will offer a coronavirus vaccine to every adult in an austrian district battered by a surge in infections to determine how effective the inoculation is against the variant first found in south africa.,austrian district will study how the pfizer vaccine works against a variant.,2021-03-05 12:27:37+00:00
3050,a new generation of homebound shoppers is developing a hunger for antiques and other hard-to-find items online and on instagram.,a pandemic-driven love affair with all things vintage,2021-03-05 13:00:09+00:00
3051,"readers discuss how mothers are struggling with the extra burdens, which have “intensified the anger and guilt that parenting can sometimes bring out in all of us.”","pandemic moms: long days, short fuses",2021-03-05 15:55:18+00:00
3052,"instead it has a nearly empty hotel for covid patients in london, celebrities in masks — and no public health message that has broken through.",the pandemic needs its smokey bear,2021-03-05 16:00:58+00:00
3053,"canada’s health regulator on friday authorized the use of johnson & johnson’s single-dose vaccine. the move now gives the country, which has experienced a slow start to vaccinations, four inoculations to choose from.","canada approves the johnson & johnson vaccine, giving it a fourth option.",2021-03-05 17:28:22+00:00
